State,District,Year,Month,rainfall,deviation,groundwater,reservoir
Madhya Pradesh,Dewas,2015,2,4.99,72.07,9.11,0.0
Madhya Pradesh,Dewas,2015,3,28.32,515.65,9.11,0.0
Madhya Pradesh,Dewas,2015,4,12.48,556.84,9.11,0.0
Madhya Pradesh,Dewas,2015,5,0.26,96.87,13.79,0.0
Madhya Pradesh,Dewas,2015,6,197.97,46.86,13.79,0.0
Madhya Pradesh,Dewas,2015,7,492.69,46.2,13.79,0.0
Madhya Pradesh,Dewas,2015,8,308.73,6.13,3.62,0.0
Madhya Pradesh,Dewas,2015,9,60.08,67.21,3.62,0.0
Madhya Pradesh,Dewas,2015,10,4.89,85.27,3.62,0.0
Madhya Pradesh,Dewas,2015,11,0.0,100.0,6.97,0.0
Madhya Pradesh,Dewas,2015,12,0.0,100.0,6.97,0.0
Madhya Pradesh,Dewas,2016,1,0.73,91.98,10.14,0.0
Madhya Pradesh,Dewas,2016,2,0.0,100.0,10.14,0.0
Madhya Pradesh,Dewas,2016,3,0.06,98.7,10.14,0.0
Madhya Pradesh,Dewas,2016,4,0.0,100.0,10.14,0.0
Madhya Pradesh,Dewas,2016,5,2.11,74.58,11.59,0.0
Madhya Pradesh,Dewas,2016,6,142.41,5.65,11.59,0.0
Madhya Pradesh,Dewas,2016,7,340.3,0.98,11.59,0.0
Madhya Pradesh,Dewas,2016,8,344.31,4.69,4.7,0.0
Madhya Pradesh,Dewas,2016,9,84.53,53.86,4.7,0.0
Madhya Pradesh,Dewas,2016,10,33.39,0.57,4.7,0.0
Madhya Pradesh,Dewas,2016,11,0.0,100.0,6.82,0.0
Madhya Pradesh,Dewas,2016,12,0.0,100.0,6.82,0.0
Madhya Pradesh,Dewas,2017,1,0.21,97.69,9.63,0.0
Madhya Pradesh,Dewas,2017,2,0.07,97.59,9.63,0.0
Madhya Pradesh,Dewas,2017,3,0.0,100.0,9.63,0.0
Madhya Pradesh,Dewas,2017,4,0.08,95.79,9.63,0.0
Madhya Pradesh,Dewas,2017,5,0.62,92.53,13.76,0.0
Madhya Pradesh,Dewas,2017,6,153.57,13.92,13.76,0.0
Madhya Pradesh,Dewas,2017,7,249.44,25.98,13.76,0.0
Madhya Pradesh,Dewas,2017,8,114.41,65.21,9.64,0.0
Madhya Pradesh,Dewas,2017,9,129.23,29.46,9.64,0.0
Madhya Pradesh,Dewas,2017,10,5.05,84.79,9.64,0.0
Madhya Pradesh,Dewas,2017,11,0.0,100.0,9.7,0.0
Madhya Pradesh,Dewas,2017,12,0.0,100.0,9.7,0.0
Madhya Pradesh,Dewas,2018,1,0.0,100.0,12.02,0.0
Madhya Pradesh,Dewas,2018,2,1.98,31.72,12.02,0.0
Madhya Pradesh,Dewas,2018,3,0.02,99.57,12.02,0.0
Madhya Pradesh,Dewas,2018,4,0.0,100.0,12.02,0.0
Madhya Pradesh,Dewas,2018,5,2.08,74.94,14.02,0.0
Madhya Pradesh,Dewas,2018,6,184.6,36.94,14.02,0.0
Madhya Pradesh,Dewas,2018,7,278.81,17.27,14.02,0.0
Madhya Pradesh,Dewas,2018,8,167.63,49.03,8.41,0.0
Madhya Pradesh,Dewas,2018,9,89.93,50.91,8.41,0.0
Madhya Pradesh,Dewas,2018,10,4.05,87.8,4.18,0.0
Madhya Pradesh,Dewas,2018,11,0.0,100.0,11.9,0.0
Madhya Pradesh,Dewas,2018,12,0.0,100.0,14.02,0.0
Madhya Pradesh,Dewas,2019,1,0.0,100.0,13.55,0.0
Madhya Pradesh,Dewas,2019,2,0.05,98.28,13.55,0.0
Madhya Pradesh,Dewas,2019,3,0.66,85.65,13.55,0.0
Madhya Pradesh,Dewas,2019,4,0.92,51.58,13.55,0.0
Madhya Pradesh,Dewas,2019,5,31.63,281.08,14.58,0.0
Madhya Pradesh,Dewas,2019,6,48.45,64.06,8.92,0.0
Madhya Pradesh,Dewas,2019,7,356.2,5.7,4.11,0.0
Madhya Pradesh,Dewas,2019,8,404.02,22.84,2.74,0.0
Madhya Pradesh,Dewas,2019,9,609.61,232.76,2.74,0.0
Madhya Pradesh,Dewas,2019,10,105.78,218.61,1.92,0.16
Madhya Pradesh,Dewas,2019,11,555.41,3371.31,3.59,0.26
Madhya Pradesh,Dewas,2019,12,22.32,145.27,3.59,0.24
Madhya Pradesh,Dewas,2020,1,47.31,419.89,7.38,0.21
Madhya Pradesh,Dewas,2020,2,1.75,39.66,7.38,0.13
Madhya Pradesh,Dewas,2020,3,35.26,666.52,7.38,0.19
Madhya Pradesh,Dewas,2020,4,7.66,303.16,7.38,0.25
Madhya Pradesh,Dewas,2020,5,28.83,247.35,7.38,0.21
Madhya Pradesh,Dewas,2020,6,200.54,48.77,7.38,0.04
Madhya Pradesh,Dewas,2020,7,152.73,54.68,7.38,0.04
Madhya Pradesh,Dewas,2020,8,476.26,44.8,3.62,0.01
Madhya Pradesh,Dewas,2020,9,134.88,26.38,3.62,0.05
Madhya Pradesh,Dewas,2020,10,2.45,92.62,3.62,0.24
Madhya Pradesh,Dewas,2020,11,0.24,98.5,7.47,0.13
Madhya Pradesh,Dewas,2020,12,15.34,68.57,7.47,0.25
Madhya Pradesh,Dewas,2021,1,37.82,315.6,10.2,0.0
Madhya Pradesh,Dewas,2021,2,0.64,77.93,10.2,0.13
Madhya Pradesh,Dewas,2021,3,58.05,1161.96,10.2,0.0
Madhya Pradesh,Dewas,2021,4,1.35,28.95,10.2,0.08
Madhya Pradesh,Dewas,2021,5,376.52,4436.39,10.2,0.03
Madhya Pradesh,Dewas,2021,6,7.47,94.46,10.2,0.03
Madhya Pradesh,Dhar,2014,1,1.77,49.43,8.51,
Madhya Pradesh,Dhar,2014,2,3.78,530.0,8.51,
Madhya Pradesh,Dhar,2014,3,0.59,41.0,8.51,
Madhya Pradesh,Dhar,2014,4,0.63,37.0,8.51,
Madhya Pradesh,Dhar,2014,5,7.57,51.4,11.97,
Madhya Pradesh,Dhar,2014,6,29.22,75.26,11.97,
Madhya Pradesh,Dhar,2014,7,281.78,9.94,11.97,
Madhya Pradesh,Dhar,2014,8,147.05,40.59,6.34,
Madhya Pradesh,Dhar,2014,9,277.45,59.18,6.34,
Madhya Pradesh,Dhar,2014,10,9.56,69.94,6.34,
Madhya Pradesh,Dhar,2014,11,0.26,98.02,7.63,
Madhya Pradesh,Dhar,2014,12,3.03,29.53,7.63,
Madhya Pradesh,Dhar,2015,1,7.78,122.29,10.41,
Madhya Pradesh,Dhar,2015,2,2.87,378.33,10.41,
Madhya Pradesh,Dhar,2015,3,18.78,1778.0,10.41,
Madhya Pradesh,Dhar,2015,4,10.75,975.0,10.41,
Madhya Pradesh,Dhar,2015,5,11.92,138.4,12.57,
Madhya Pradesh,Dhar,2015,6,179.3,51.82,12.57,
Madhya Pradesh,Dhar,2015,7,428.89,67.34,12.57,
Madhya Pradesh,Dhar,2015,8,148.63,39.95,6.2,
Madhya Pradesh,Dhar,2015,9,96.87,44.42,6.2,
Madhya Pradesh,Dhar,2015,10,14.16,55.47,6.2,
Madhya Pradesh,Dhar,2015,11,0.39,97.02,8.67,
Madhya Pradesh,Dhar,2015,12,1.95,54.65,8.67,
Madhya Pradesh,Dhar,2016,1,1.22,65.14,10.76,
Madhya Pradesh,Dhar,2016,2,0.19,68.33,10.76,
Madhya Pradesh,Dhar,2016,3,1.98,98.0,10.76,
Madhya Pradesh,Dhar,2016,4,6.49,549.0,10.76,
Madhya Pradesh,Dhar,2016,5,9.27,85.4,13.29,
Madhya Pradesh,Dhar,2016,6,118.19,0.08,13.29,
Madhya Pradesh,Dhar,2016,7,288.38,12.52,13.29,
Madhya Pradesh,Dhar,2016,8,267.39,8.04,5.3,
Madhya Pradesh,Dhar,2016,9,174.23,0.04,5.3,
Madhya Pradesh,Dhar,2016,10,82.75,160.22,5.3,
Madhya Pradesh,Dhar,2016,11,0.0,100.0,7.06,
Madhya Pradesh,Dhar,2016,12,0.07,98.37,7.06,
Madhya Pradesh,Dhar,2017,1,0.04,98.86,8.87,
Madhya Pradesh,Dhar,2017,2,1.51,151.67,8.87,
Madhya Pradesh,Dhar,2017,3,1.03,3.0,8.87,
Madhya Pradesh,Dhar,2017,4,5.95,495.0,8.87,
Madhya Pradesh,Dhar,2017,5,5.12,2.4,12.43,
Madhya Pradesh,Dhar,2017,6,114.69,2.89,12.43,
Madhya Pradesh,Dhar,2017,7,253.83,0.96,12.43,
Madhya Pradesh,Dhar,2017,8,218.92,11.55,7.33,
Madhya Pradesh,Dhar,2017,9,157.03,9.91,7.33,
Madhya Pradesh,Dhar,2017,10,5.54,82.58,7.33,
Madhya Pradesh,Dhar,2017,11,0.0,100.0,8.01,
Madhya Pradesh,Dhar,2017,12,0.0,100.0,8.01,
Madhya Pradesh,Dhar,2018,1,0.0,100.0,10.3,
Madhya Pradesh,Dhar,2018,2,0.0,100.0,10.3,
Madhya Pradesh,Dhar,2018,3,15.79,1479.0,10.3,
Madhya Pradesh,Dhar,2018,4,26.35,2535.0,10.3,
Madhya Pradesh,Dhar,2018,5,0.0,100.0,12.37,
Madhya Pradesh,Dhar,2018,6,90.54,23.34,12.37,
Madhya Pradesh,Dhar,2018,7,209.69,18.19,12.37,
Madhya Pradesh,Dhar,2018,8,211.89,14.39,7.38,
Madhya Pradesh,Dhar,2018,9,132.87,23.77,7.38,
Madhya Pradesh,Dhar,2018,10,0.74,97.67,4.15,
Madhya Pradesh,Dhar,2018,11,0.48,96.34,9.83,
Madhya Pradesh,Dhar,2018,12,2.72,36.74,13.44,
Madhya Pradesh,Dhar,2019,1,0.33,90.57,10.84,
Madhya Pradesh,Dhar,2019,2,7.67,1178.33,10.84,
Madhya Pradesh,Dhar,2019,3,17.17,1617.0,10.84,
Madhya Pradesh,Dhar,2019,4,24.55,2355.0,10.84,
Madhya Pradesh,Dhar,2019,5,56.98,1039.6,13.78,
Madhya Pradesh,Dhar,2019,6,104.11,11.85,7.04,
Madhya Pradesh,Dhar,2019,7,282.41,10.19,5.97,
Madhya Pradesh,Dhar,2019,8,3291.77,1230.01,1.85,
Madhya Pradesh,Dhar,2019,9,7158.75,4007.14,1.85,
Madhya Pradesh,Dhar,2019,10,74.09,132.99,1.91,
Madhya Pradesh,Dhar,2019,11,103.82,692.52,3.6,
Madhya Pradesh,Dhar,2019,12,71.46,1561.86,3.6,
Madhya Pradesh,Dhar,2020,1,79.74,2178.29,8.52,
Madhya Pradesh,Dhar,2020,2,2.26,276.67,8.52,
Madhya Pradesh,Dhar,2020,3,22.6,2160.0,8.52,
Madhya Pradesh,Dhar,2020,4,7.19,619.0,8.52,
Madhya Pradesh,Dhar,2020,5,7.0,40.0,8.52,
Madhya Pradesh,Dhar,2020,6,163.2,38.19,8.52,
Madhya Pradesh,Dhar,2020,7,171.24,33.19,8.52,
Madhya Pradesh,Dhar,2020,8,335.58,35.59,5.46,
Madhya Pradesh,Dhar,2020,9,187.89,7.8,5.46,
Madhya Pradesh,Dhar,2020,10,9.59,69.84,5.46,
Madhya Pradesh,Dhar,2020,11,0.0,100.0,6.69,
Madhya Pradesh,Dhar,2020,12,6.05,40.7,6.69,
Madhya Pradesh,Dhar,2021,1,64.19,1734.0,8.74,
Madhya Pradesh,Dhar,2021,2,3.07,411.67,8.74,
Madhya Pradesh,Dhar,2021,3,109.52,10852.0,8.74,
Madhya Pradesh,Dhar,2021,4,20.96,1996.0,8.74,
Madhya Pradesh,Dhar,2021,5,102.54,1950.8,8.74,
Madhya Pradesh,Dhar,2021,6,5.77,95.11,8.74,
Madhya Pradesh,Dindori,2014,1,15.76,37.46,3.88,
Madhya Pradesh,Dindori,2014,2,73.16,192.64,3.88,
Madhya Pradesh,Dindori,2014,3,15.86,13.8,3.88,
Madhya Pradesh,Dindori,2014,4,15.47,77.82,3.88,
Madhya Pradesh,Dindori,2014,5,11.15,12.63,5.69,
Madhya Pradesh,Dindori,2014,6,109.11,48.46,5.69,
Madhya Pradesh,Dindori,2014,7,351.9,13.11,5.69,
Madhya Pradesh,Dindori,2014,8,341.88,16.76,2.78,
Madhya Pradesh,Dindori,2014,9,171.6,15.3,2.78,
Madhya Pradesh,Dindori,2014,10,112.2,207.4,2.78,
Madhya Pradesh,Dindori,2014,11,0.0,100.0,3.49,
Madhya Pradesh,Dindori,2014,12,16.63,52.57,3.49,
Madhya Pradesh,Dindori,2015,1,12.29,51.23,4.2,
Madhya Pradesh,Dindori,2015,2,23.64,5.44,4.2,
Madhya Pradesh,Dindori,2015,3,50.61,175.05,4.2,
Madhya Pradesh,Dindori,2015,4,22.95,163.79,4.2,
Madhya Pradesh,Dindori,2015,5,5.73,42.12,5.59,
Madhya Pradesh,Dindori,2015,6,216.92,2.47,5.59,
Madhya Pradesh,Dindori,2015,7,289.7,28.47,5.59,
Madhya Pradesh,Dindori,2015,8,296.11,27.9,3.14,
Madhya Pradesh,Dindori,2015,9,106.63,47.37,3.14,
Madhya Pradesh,Dindori,2015,10,70.21,92.36,3.14,
Madhya Pradesh,Dindori,2015,11,0.07,99.42,3.68,
Madhya Pradesh,Dindori,2015,12,0.73,93.3,3.68,
Madhya Pradesh,Dindori,2016,1,17.86,29.13,4.55,
Madhya Pradesh,Dindori,2016,2,2.15,91.4,4.55,
Madhya Pradesh,Dindori,2016,3,40.37,119.4,4.55,
Madhya Pradesh,Dindori,2016,4,1.91,78.05,4.55,
Madhya Pradesh,Dindori,2016,5,10.87,9.8,7.06,
Madhya Pradesh,Dindori,2016,6,144.59,31.7,7.06,
Madhya Pradesh,Dindori,2016,7,389.52,3.82,7.06,
Madhya Pradesh,Dindori,2016,8,443.53,7.99,2.43,
Madhya Pradesh,Dindori,2016,9,263.73,30.17,2.43,
Madhya Pradesh,Dindori,2016,10,23.18,36.49,2.43,
Madhya Pradesh,Dindori,2016,11,0.0,100.0,3.86,
Madhya Pradesh,Dindori,2016,12,0.11,98.99,3.86,
Madhya Pradesh,Dindori,2017,1,3.09,87.74,4.95,
Madhya Pradesh,Dindori,2017,2,12.4,50.4,4.95,
Madhya Pradesh,Dindori,2017,3,0.12,99.35,4.95,
Madhya Pradesh,Dindori,2017,4,0.0,100.0,4.95,
Madhya Pradesh,Dindori,2017,5,5.0,49.49,6.13,
Madhya Pradesh,Dindori,2017,6,108.36,48.81,6.13,
Madhya Pradesh,Dindori,2017,7,365.45,9.77,6.13,
Madhya Pradesh,Dindori,2017,8,236.85,42.33,2.55,
Madhya Pradesh,Dindori,2017,9,119.21,41.16,2.55,
Madhya Pradesh,Dindori,2017,10,29.39,19.48,2.55,
Madhya Pradesh,Dindori,2017,11,1.34,88.93,3.9,
Madhya Pradesh,Dindori,2017,12,0.0,100.0,3.9,
Madhya Pradesh,Dindori,2018,1,0.0,100.0,4.99,
Madhya Pradesh,Dindori,2018,2,33.8,35.2,4.99,
Madhya Pradesh,Dindori,2018,3,0.86,95.33,4.99,
Madhya Pradesh,Dindori,2018,4,18.33,110.69,4.99,
Madhya Pradesh,Dindori,2018,5,10.47,5.76,6.39,
Madhya Pradesh,Dindori,2018,6,208.27,1.62,6.39,
Madhya Pradesh,Dindori,2018,7,462.61,14.22,6.39,
Madhya Pradesh,Dindori,2018,8,359.08,12.57,2.23,
Madhya Pradesh,Dindori,2018,9,134.97,33.38,2.23,
Madhya Pradesh,Dindori,2018,10,0.99,97.29,4.17,
Madhya Pradesh,Dindori,2018,11,0.0,100.0,3.98,
Madhya Pradesh,Dindori,2018,12,27.59,153.12,5.71,
Madhya Pradesh,Dindori,2019,1,37.47,48.69,4.79,
Madhya Pradesh,Dindori,2019,2,31.46,25.84,4.79,
Madhya Pradesh,Dindori,2019,3,18.59,1.03,4.79,
Madhya Pradesh,Dindori,2019,4,47.28,443.45,4.79,
Madhya Pradesh,Dindori,2019,5,111.78,1029.09,6.24,
Madhya Pradesh,Dindori,2019,6,111.27,47.44,6.7,
Madhya Pradesh,Dindori,2019,7,450.62,11.26,1.96,
Madhya Pradesh,Dindori,2019,8,469.88,14.41,1.61,
Madhya Pradesh,Dindori,2019,9,560.32,176.56,1.61,
Madhya Pradesh,Dindori,2019,10,89.11,144.14,2.38,
Madhya Pradesh,Dindori,2019,11,1.54,87.27,4.07,
Madhya Pradesh,Dindori,2019,12,147.2,1250.46,4.07,
Madhya Pradesh,Dindori,2020,1,410.74,1529.92,3.98,
Madhya Pradesh,Dindori,2020,2,36.58,46.32,3.98,
Madhya Pradesh,Dindori,2020,3,46.44,152.39,3.98,
Madhya Pradesh,Dindori,2020,4,54.57,527.24,3.98,
Madhya Pradesh,Dindori,2020,5,438.19,4326.16,3.98,
Madhya Pradesh,Dindori,2020,6,226.57,7.02,3.98,
Madhya Pradesh,Dindori,2020,7,340.39,15.95,3.98,
Madhya Pradesh,Dindori,2020,8,488.46,18.93,2.09,
Madhya Pradesh,Dindori,2020,9,150.5,25.72,2.09,
Madhya Pradesh,Dindori,2020,10,66.29,81.62,2.09,
Madhya Pradesh,Dindori,2020,11,40.2,232.23,3.32,
Madhya Pradesh,Dindori,2020,12,3.02,72.29,3.32,
Madhya Pradesh,Dindori,2021,1,7.69,69.48,4.34,
Madhya Pradesh,Dindori,2021,2,22.14,11.44,4.34,
Madhya Pradesh,Dindori,2021,3,61.84,236.09,4.34,
Madhya Pradesh,Dindori,2021,4,40.11,361.03,4.34,
Madhya Pradesh,Dindori,2021,5,546.66,5421.82,4.34,
Madhya Pradesh,Dindori,2021,6,25.2,88.1,4.34,
Madhya Pradesh,Guna,2014,1,34.37,102.18,8.04,
Madhya Pradesh,Guna,2014,2,44.49,368.32,8.04,
Madhya Pradesh,Guna,2014,3,9.34,24.53,8.04,
Madhya Pradesh,Guna,2014,4,6.4,156.0,8.04,
Madhya Pradesh,Guna,2014,5,0.45,93.48,9.79,
Madhya Pradesh,Guna,2014,6,62.23,38.02,9.79,
Madhya Pradesh,Guna,2014,7,302.3,9.46,9.79,
Madhya Pradesh,Guna,2014,8,453.04,27.55,4.75,
Madhya Pradesh,Guna,2014,9,117.92,29.98,4.75,
Madhya Pradesh,Guna,2014,10,3.58,86.44,4.75,
Madhya Pradesh,Guna,2014,11,0.09,99.38,7.16,
Madhya Pradesh,Guna,2014,12,40.26,347.33,7.16,
Madhya Pradesh,Guna,2015,1,26.62,56.59,7.71,
Madhya Pradesh,Guna,2015,2,14.42,51.79,7.71,
Madhya Pradesh,Guna,2015,3,44.53,493.73,7.71,
Madhya Pradesh,Guna,2015,4,9.03,261.2,7.71,
Madhya Pradesh,Guna,2015,5,0.07,98.99,10.15,
Madhya Pradesh,Guna,2015,6,141.15,40.59,10.15,
Madhya Pradesh,Guna,2015,7,501.26,50.12,10.15,
Madhya Pradesh,Guna,2015,8,321.44,9.5,4.01,
Madhya Pradesh,Guna,2015,9,33.56,80.07,4.01,
Madhya Pradesh,Guna,2015,10,4.21,84.05,4.01,
Madhya Pradesh,Guna,2015,11,0.02,99.86,6.97,
Madhya Pradesh,Guna,2015,12,0.0,100.0,6.97,
Madhya Pradesh,Guna,2016,1,5.57,67.24,8.54,
Madhya Pradesh,Guna,2016,2,0.29,96.95,8.54,
Madhya Pradesh,Guna,2016,3,2.47,67.07,8.54,
Madhya Pradesh,Guna,2016,4,0.0,100.0,8.54,
Madhya Pradesh,Guna,2016,5,4.01,41.88,9.1,
Madhya Pradesh,Guna,2016,6,79.81,20.51,9.1,
Madhya Pradesh,Guna,2016,7,558.83,67.36,9.1,
Madhya Pradesh,Guna,2016,8,566.91,59.6,3.99,
Madhya Pradesh,Guna,2016,9,42.97,74.48,3.99,
Madhya Pradesh,Guna,2016,10,19.96,24.39,3.99,
Madhya Pradesh,Guna,2016,11,0.0,100.0,5.79,
Madhya Pradesh,Guna,2016,12,0.0,100.0,5.79,
Madhya Pradesh,Guna,2017,1,0.64,96.24,10.43,
Madhya Pradesh,Guna,2017,2,0.09,99.05,10.43,
Madhya Pradesh,Guna,2017,3,0.38,94.93,10.43,
Madhya Pradesh,Guna,2017,4,0.0,100.0,10.43,
Madhya Pradesh,Guna,2017,5,2.47,64.2,9.33,
Madhya Pradesh,Guna,2017,6,90.11,10.25,9.33,
Madhya Pradesh,Guna,2017,7,302.61,9.37,9.33,
Madhya Pradesh,Guna,2017,8,121.39,65.82,7.03,
Madhya Pradesh,Guna,2017,9,138.27,17.89,7.03,
Madhya Pradesh,Guna,2017,10,0.31,98.83,7.03,
Madhya Pradesh,Guna,2017,11,0.01,99.93,8.29,
Madhya Pradesh,Guna,2017,12,0.02,99.78,8.29,
Madhya Pradesh,Guna,2018,1,0.0,100.0,9.71,
Madhya Pradesh,Guna,2018,2,0.42,95.58,9.71,
Madhya Pradesh,Guna,2018,3,4.06,45.87,9.71,
Madhya Pradesh,Guna,2018,4,7.44,197.6,9.71,
Madhya Pradesh,Guna,2018,5,0.57,91.74,11.43,
Madhya Pradesh,Guna,2018,6,86.2,14.14,11.43,
Madhya Pradesh,Guna,2018,7,324.98,2.67,11.43,
Madhya Pradesh,Guna,2018,8,251.01,29.33,4.43,
Madhya Pradesh,Guna,2018,9,252.57,49.98,4.43,
Madhya Pradesh,Guna,2018,10,0.0,100.0,6.89,
Madhya Pradesh,Guna,2018,11,0.0,100.0,7.49,
Madhya Pradesh,Guna,2018,12,0.0,100.0,5.88,
Madhya Pradesh,Guna,2019,1,0.0,100.0,8.16,
Madhya Pradesh,Guna,2019,2,1.45,84.74,8.16,
Madhya Pradesh,Guna,2019,3,0.0,100.0,8.16,
Madhya Pradesh,Guna,2019,4,0.05,98.0,8.16,
Madhya Pradesh,Guna,2019,5,17.05,147.1,14.96,
Madhya Pradesh,Guna,2019,6,24.28,75.82,9.18,
Madhya Pradesh,Guna,2019,7,298.61,10.57,2.51,
Madhya Pradesh,Guna,2019,8,587.55,65.41,2.2,
Madhya Pradesh,Guna,2019,9,1452.29,762.4,2.2,
Madhya Pradesh,Guna,2019,10,41.26,56.29,1.68,
Madhya Pradesh,Guna,2019,11,209.99,1338.29,3.53,
Madhya Pradesh,Guna,2019,12,3.21,64.33,3.53,
Madhya Pradesh,Guna,2020,1,25.04,47.29,11.26,
Madhya Pradesh,Guna,2020,2,0.28,97.05,11.26,
Madhya Pradesh,Guna,2020,3,82.47,999.6,11.26,
Madhya Pradesh,Guna,2020,4,9.14,265.6,11.26,
Madhya Pradesh,Guna,2020,5,62.52,806.09,11.26,
Madhya Pradesh,Guna,2020,6,112.47,12.02,11.26,
Madhya Pradesh,Guna,2020,7,167.84,49.73,11.26,
Madhya Pradesh,Guna,2020,8,444.26,25.07,8.43,
Madhya Pradesh,Guna,2020,9,60.8,63.9,8.43,
Madhya Pradesh,Guna,2020,10,0.84,96.82,8.43,
Madhya Pradesh,Guna,2020,11,1.38,90.55,8.54,
Madhya Pradesh,Guna,2020,12,6.14,31.78,8.54,
Madhya Pradesh,Guna,2021,1,34.08,100.47,8.27,
Madhya Pradesh,Guna,2021,2,0.0,100.0,8.27,
Madhya Pradesh,Guna,2021,3,193.1,2474.67,8.27,
Madhya Pradesh,Guna,2021,4,0.39,84.4,8.27,
Madhya Pradesh,Guna,2021,5,418.76,5968.99,8.27,
Madhya Pradesh,Guna,2021,6,3.77,96.25,8.27,
Madhya Pradesh,Gwalior,2014,1,43.73,189.6,9.64,
Madhya Pradesh,Gwalior,2014,2,31.36,256.36,9.64,
Madhya Pradesh,Gwalior,2014,3,6.03,5.78,9.64,
Madhya Pradesh,Gwalior,2014,4,11.36,146.96,9.64,
Madhya Pradesh,Gwalior,2014,5,4.08,70.65,11.52,
Madhya Pradesh,Gwalior,2014,6,22.44,67.29,11.52,
Madhya Pradesh,Gwalior,2014,7,129.38,50.9,11.52,
Madhya Pradesh,Gwalior,2014,8,214.47,23.35,10.47,
Madhya Pradesh,Gwalior,2014,9,96.33,44.51,10.47,
Madhya Pradesh,Gwalior,2014,10,0.94,97.22,10.47,
Madhya Pradesh,Gwalior,2014,11,0.0,100.0,12.73,
Madhya Pradesh,Gwalior,2014,12,15.02,178.15,12.73,
Madhya Pradesh,Gwalior,2015,1,25.03,65.76,11.8,
Madhya Pradesh,Gwalior,2015,2,21.59,145.34,11.8,
Madhya Pradesh,Gwalior,2015,3,84.75,1224.22,11.8,
Madhya Pradesh,Gwalior,2015,4,4.88,6.09,11.8,
Madhya Pradesh,Gwalior,2015,5,8.29,40.36,13.17,
Madhya Pradesh,Gwalior,2015,6,58.85,14.21,13.17,
Madhya Pradesh,Gwalior,2015,7,262.92,0.22,13.17,
Madhya Pradesh,Gwalior,2015,8,157.87,43.58,9.87,
Madhya Pradesh,Gwalior,2015,9,21.95,87.36,9.87,
Madhya Pradesh,Gwalior,2015,10,15.16,55.15,9.87,
Madhya Pradesh,Gwalior,2015,11,0.21,96.18,12.41,
Madhya Pradesh,Gwalior,2015,12,2.56,52.59,12.41,
Madhya Pradesh,Gwalior,2016,1,14.47,4.17,14.0,
Madhya Pradesh,Gwalior,2016,2,0.15,98.3,14.0,
Madhya Pradesh,Gwalior,2016,3,5.15,19.53,14.0,
Madhya Pradesh,Gwalior,2016,4,0.04,99.13,14.0,
Madhya Pradesh,Gwalior,2016,5,21.51,54.75,11.84,
Madhya Pradesh,Gwalior,2016,6,56.1,18.22,11.84,
Madhya Pradesh,Gwalior,2016,7,240.39,8.77,11.84,
Madhya Pradesh,Gwalior,2016,8,191.3,31.63,9.68,
Madhya Pradesh,Gwalior,2016,9,10.06,94.21,9.68,
Madhya Pradesh,Gwalior,2016,10,11.82,65.03,9.68,
Madhya Pradesh,Gwalior,2016,11,0.0,100.0,11.42,
Madhya Pradesh,Gwalior,2016,12,0.0,100.0,11.42,
Madhya Pradesh,Gwalior,2017,1,16.86,11.66,14.2,
Madhya Pradesh,Gwalior,2017,2,0.0,100.0,14.2,
Madhya Pradesh,Gwalior,2017,3,1.34,79.06,14.2,
Madhya Pradesh,Gwalior,2017,4,2.57,44.13,14.2,
Madhya Pradesh,Gwalior,2017,5,17.71,27.41,12.8,
Madhya Pradesh,Gwalior,2017,6,57.1,16.76,12.8,
Madhya Pradesh,Gwalior,2017,7,94.38,64.18,12.8,
Madhya Pradesh,Gwalior,2017,8,164.68,41.14,13.5,
Madhya Pradesh,Gwalior,2017,9,94.58,45.52,13.5,
Madhya Pradesh,Gwalior,2017,10,0.0,100.0,13.5,
Madhya Pradesh,Gwalior,2017,11,0.0,100.0,15.4,
Madhya Pradesh,Gwalior,2017,12,2.44,54.81,15.4,
Madhya Pradesh,Gwalior,2018,1,0.01,99.93,13.7,
Madhya Pradesh,Gwalior,2018,2,4.85,44.89,13.7,
Madhya Pradesh,Gwalior,2018,3,5.97,6.72,13.7,
Madhya Pradesh,Gwalior,2018,4,14.59,217.17,13.7,
Madhya Pradesh,Gwalior,2018,5,12.19,12.3,13.66,
Madhya Pradesh,Gwalior,2018,6,86.0,25.36,13.66,
Madhya Pradesh,Gwalior,2018,7,478.19,81.48,13.66,
Madhya Pradesh,Gwalior,2018,8,373.14,33.36,10.71,
Madhya Pradesh,Gwalior,2018,9,315.88,81.96,10.71,
Madhya Pradesh,Gwalior,2018,10,0.01,99.97,6.13,
Madhya Pradesh,Gwalior,2018,11,0.0,100.0,12.73,
Madhya Pradesh,Gwalior,2018,12,0.01,99.81,2.35,
Madhya Pradesh,Gwalior,2019,1,2.14,85.83,13.94,
Madhya Pradesh,Gwalior,2019,2,17.5,98.86,13.94,
Madhya Pradesh,Gwalior,2019,3,1.44,77.5,13.94,
Madhya Pradesh,Gwalior,2019,4,16.98,269.13,13.94,
Madhya Pradesh,Gwalior,2019,5,95.3,585.61,13.6,
Madhya Pradesh,Gwalior,2019,6,65.72,4.2,11.17,
Madhya Pradesh,Gwalior,2019,7,250.46,4.95,13.46,
Madhya Pradesh,Gwalior,2019,8,147.6,47.25,3.85,
Madhya Pradesh,Gwalior,2019,9,142.84,17.72,3.85,
